Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,
KTOV,Kitov Pharmaceuticals Holdings Ltd.,2.25,$25.22M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ktov,
KTOVW,Kitov Pharmaceuticals Holdings Ltd.,0.63,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ktovw,
KLAC,KLA-Tencor Corporation,107.28,$16.81B,1980,Capital Goods,Electronic Components,http://www.nasdaq.com/symbol/klac,
KLXI,KLX Inc.,68.97,$3.47B,n/a,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/klxi,
KONA,"Kona Grill, Inc.",1.85,$18.69M,2005,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/kona,
KOPN,Kopin Corporation,3.24,$244.09M,1992,Technology,Semiconductors,http://www.nasdaq.com/symbol/kopn,
KRNT,Kornit Digital Ltd.,16.4,$553.25M,2015,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/krnt,
KOSS,Koss Corporation,1.483,$10.95M,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/koss,
KWEB,KraneShares Trust KraneShares CSI China Internet ETF,58.78,$199.85M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kweb,
KTOS,"Kratos Defense & Security Solutions, Inc.",10.66,$1.1B,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/ktos,
KRYS,"Krystal Biotech, Inc.",8.95,$91.62M,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/krys,
KLIC,"Kulicke and Soffa Industries, Inc.",24.04,$1.7B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/klic,
KURA,"Kura Oncology, Inc.",16,$483.45M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kura,
KVHI,"KVH Industries, Inc.",10.35,$177.09M,1996,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/kvhi,
FSTR,L.B. Foster Company,26,$268.85M,n/a,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/fstr,
LJPC,La Jolla Pharmaceutical Company,32.47,$719.06M,1994,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/ljpc,
LSBK,"Lake Shore Bancorp, Inc.",16.73,$102.02M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/lsbk,
LBAI,"Lakeland Bancorp, Inc.",19.65,$930.48M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lbai,
LKFN,Lakeland Financial Corporation,49.14,$1.24B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lkfn,
LAKE,"Lakeland Industries, Inc.",14.55,$118.09M,1986,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/lake,
LRCX,Lam Research Corporation,185.37,$30.02B,1984,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lrcx,
LAMR,Lamar Advertising Company,74.39,$7.32B,1996,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/lamr,
LANC,Lancaster Colony Corporation,129.46,$3.55B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/lanc,
LCA,"Landcadia Holdings, Inc.",9.95,$310.94M,2016,Finance,Business Services,http://www.nasdaq.com/symbol/lca,
LCAHU,"Landcadia Holdings, Inc.",10.6511,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/lcahu,
LCAHW,"Landcadia Holdings, Inc.",0.7,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/lcahw,
LNDC,Landec Corporation,12,$330.08M,1996,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/lndc,
LARK,Landmark Bancorp Inc.,28.75,$116.94M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lark,
LMRK,Landmark Infrastructure Partners LP,18.1,$414.85M,2014,Consumer Services,Real Estate,http://www.nasdaq.com/symbol/lmrk,
LMRKO,Landmark Infrastructure Partners LP,25.26,n/a,n/a,Consumer Services,Real Estate,http://www.nasdaq.com/symbol/lmrko,
LMRKP,Landmark Infrastructure Partners LP,25.59,n/a,n/a,Consumer Services,Real Estate,http://www.nasdaq.com/symbol/lmrkp,
LE,"Lands&#39; End, Inc.",19.55,$627.51M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/le,
LSTR,"Landstar System, Inc.",106.05,$4.45B,1993,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/lstr,
LNTH,"Lantheus Holdings, Inc.",22.15,$830.76M,2015,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/lnth,
LTRX,"Lantronix, Inc.",2.035,$36.58M,2000,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/ltrx,
RNLC,Large Cap US Equity Select ETF,21.76,$15.23M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rnlc,
LSCC,Lattice Semiconductor Corporation,5.77,$711.82M,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/lscc,
LAUR,"Laureate Education, Inc.",13.57,$2.54B,2017,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/laur,
LAWS,"Lawson Products, Inc.",25,$222.2M,n/a,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/laws,
LAYN,Layne Christensen Company,12.51,$248.73M,1992,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/layn,
LCNB,LCNB Corporation,20.7,$207.39M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lcnb,
LBIX,Leading Brands Inc,1.57,$4.4M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/lbix,
LPTX,"LEAP THERAPEUTICS, INC.",6.05,$74.74M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/lptx,
LGCY,Legacy Reserves LP,1.18,$85.97M,2007,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/lgcy,
LGCYO,Legacy Reserves LP,3.95,$27.65M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/lgcyo,
LGCYP,Legacy Reserves LP,3.92,$7.84M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/lgcyp,
LTXB,"LegacyTexas Financial Group, Inc.",41.86,$2.01B,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ltxb,
DDBI,Legg Mason Developed EX-US Diversified Core ETF,29.55,$5.91M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ddbi,
EDBI,Legg Mason Emerging Markets Diversified Core ETF,32.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/edbi,
INFR,Legg Mason Global Infrastructure ETF,29.459,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/infr,
LVHD,Legg Mason Low Volatility High Dividend ETF,31.49,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lvhd,
SQLV,Legg Mason Small-Cap Quality Value ETF,27.31,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sqlv,
UDBI,Legg Mason US Diversified Core ETF,32.5513,$3.39M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/udbi,
LACQU,Leisure Acquisition Corp.,9.91,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/lacqu,
LMAT,"LeMaitre Vascular, Inc.",31.55,$607.81M,2006,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/lmat,
TREE,"LendingTree, Inc.",336.65,$4.03B,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/tree,
LXRX,"Lexicon Pharmaceuticals, Inc.",10.4,$1.1B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lxrx,
LX,LexinFintech Holdings Ltd.,13.53,$2.22B,2017,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/lx,
LGIH,"LGI Homes, Inc.",75.46,$1.64B,2013,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/lgih,
LHCG,LHC Group,61.18,$1.12B,2005,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/lhcg,
LLIT,Lianluo Smart Limited,1.75,$30.3M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/llit,
LBRDA,Liberty Broadband Corporation,83.35,$15.16B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lbrda,
LBRDK,Liberty Broadband Corporation,83.54,$15.19B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lbrdk,
LEXEA,"Liberty Expedia Holdings, Inc.",44.47,$2.55B,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/lexea,
LEXEB,"Liberty Expedia Holdings, Inc.",45.02,$2.58B,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/lexeb,
LBTYA,Liberty Global plc,35.4,$29.05B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lbtya,
LBTYB,Liberty Global plc,35.55,$29.17B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lbtyb,
LBTYK,Liberty Global plc,33.47,$27.46B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lbtyk,
LILA,Liberty Global plc,20.71,$3.55B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lila,
LILAK,Liberty Global plc,20.49,$3.51B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lilak,
LVNTA,Liberty Interactive Corporation,54.08,$4.63B,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/lvnta,
LVNTB,Liberty Interactive Corporation,59.88,$5.13B,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/lvntb,
QVCA,Liberty Interactive Corporation,25.34,$10.9B,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/qvca,
QVCB,Liberty Interactive Corporation,25.73,$11.07B,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/qvcb,
BATRA,Liberty Media Corporation,22.74,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/batra,
BATRK,Liberty Media Corporation,22.94,$1.13B,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/batrk,
FWONA,Liberty Media Corporation,32.59,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/fwona,
FWONK,Liberty Media Corporation,34.31,$7.88B,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/fwonk,
LSXMA,Liberty Media Corporation,39.85,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/lsxma,
LSXMB,Liberty Media Corporation,44.5,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/lsxmb,
LSXMK,Liberty Media Corporation,39.69,$13.34B,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/lsxmk,
TAX,"Liberty Tax, Inc.",11.05,$140.15M,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/tax,
LTRPA,"Liberty TripAdvisor Holdings, Inc.",9.4,$705.53M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ltrpa,
LTRPB,"Liberty TripAdvisor Holdings, Inc.",9.4,$705.53M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ltrpb,
LPNT,"LifePoint Health, Inc.",49.3,$1.94B,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/lpnt,
LCUT,"Lifetime Brands, Inc.",16.6,$245.95M,1991,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lcut,
LFVN,Lifevantage Corporation,4.91,$69.89M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lfvn,
LWAY,"Lifeway Foods, Inc.",8.13,$130.28M,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/lway,
LGND,Ligand Pharmaceuticals Incorporated,138.4,$2.92B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lgnd,
LTBR,Lightbridge Corporation,1.48,$17.02M,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/ltbr,
LPTH,"LightPath Technologies, Inc.",2.2,$53.99M,1996,Technology,Semiconductors,http://www.nasdaq.com/symbol/lpth,
LLEX,"Lilis Energy, Inc.",5.14,$273.96M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/llex,
LMB,"Limbach Holdings, Inc.",13.79,$102.81M,n/a,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/lmb,
LLNW,"Limelight Networks, Inc.",4.54,$500.17M,2007,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/llnw,
LMNR,Limoneira Co,22.68,$326.71M,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/lmnr,
LINC,Lincoln Educational Services Corporation,2.18,$53.89M,2005,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/linc,
LECO,"Lincoln Electric Holdings, Inc.",91.9,$6.04B,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/leco,
LIND,Lindblad Expeditions Holdings Inc. ,9.58,$435.25M,2013,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/lind,
LINDW,Lindblad Expeditions Holdings Inc. ,1.35,n/a,2013,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/lindw,
LINU,LiNiu Technology Group,1.33,$2.77M,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/linu,
LPCN,Lipocine Inc.,3.5,$74.19M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lpcn,
LQDT,"Liquidity Services, Inc.",4.75,$151.48M,2006,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/lqdt,
LFUS,"Littelfuse, Inc.",195.83,$4.45B,n/a,Consumer Durables,Electrical Products,http://www.nasdaq.com/symbol/lfus,
LIVN,LivaNova PLC,80.9,$3.9B,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/livn,
LOB,"Live Oak Bancshares, Inc.",23.35,$931.12M,2015,Finance,Major Banks,http://www.nasdaq.com/symbol/lob,
LIVE,Live Ventures Incorporated,13.26,$26.66M,n/a,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/live,
LPSN,"LivePerson, Inc.",11.4,$678.58M,2000,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/lpsn,
LKQ,LKQ Corporation,40.87,$12.63B,n/a,Consumer Services,Motor Vehicles,http://www.nasdaq.com/symbol/lkq,
LMFA,"LM Funding America, Inc.",1.7,$5.61M,2015,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/lmfa,
LMFAW,"LM Funding America, Inc.",0.0521,n/a,2015,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/lmfaw,
LOGI,Logitech International S.A.,33.78,$5.55B,1997,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/logi,
LOGM,"LogMein, Inc.",114.6,$6.04B,2009,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/logm,
CNCR,Loncar Cancer Immunotherapy ETF,24.12,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cncr,
LONE,Lonestar Resources US Inc.,3.48,$85.29M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/lone,
LTEA,Long Island Iced Tea Corp.,4.07,$39.71M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/ltea,
LFIN,LongFin Corp,58.87,$4.88B,2017,Technology,EDP Services,http://www.nasdaq.com/symbol/lfin,
LOOP,"Loop Industries, Inc.",13.99,$458.97M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/loop,
LORL,"Loral Space and Communications, Inc.",43.75,$1.35B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/lorl,
LOXO,"Loxo Oncology, Inc.",86.14,$2.58B,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/loxo,
LPLA,LPL Financial Holdings Inc.,56.79,$5.12B,2010,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/lpla,
LRAD,LRAD Corporation,2.44,$78.98M,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/lrad,
LYTS,LSI Industries Inc.,6.77,$174.61M,1985,Consumer Durables,Building Products,http://www.nasdaq.com/symbol/lyts,
LULU,lululemon athletica inc.,79.28,$10.73B,2007,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/lulu,
LITE,Lumentum Holdings Inc.,50.05,$3.1B,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/lite,
LMNX,Luminex Corporation,19.68,$866.99M,2000,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/lmnx,
LUNA,Luna Innovations Incorporated,2.44,$69.3M,2006,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/luna,
LBC,Luther Burbank Corporation,12.24,$662.8M,2003,Finance,Major Banks,http://www.nasdaq.com/symbol/lbc,
MBTF,M B T Financial Corp,10.4,$237.94M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbtf,
MACQ,"M I Acquisitions, Inc.",10.29,$72.63M,2016,Finance,Business Services,http://www.nasdaq.com/symbol/macq,
MACQU,"M I Acquisitions, Inc.",10.62,n/a,2016,n/a,n/a,http://www.nasdaq.com/symbol/macqu,
MACQW,"M I Acquisitions, Inc.",0.35,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/macqw,
MIII,M III Acquisition Corp.,9.88,$189.79M,2016,Finance,Business Services,http://www.nasdaq.com/symbol/miii,
MIIIU,M III Acquisition Corp.,10.65,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/miiiu,
MIIIW,M III Acquisition Corp.,0.78,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/miiiw,
MBVX,"MabVax Therapeutics Holdings, Inc.",0.801,$16.49M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mbvx,
MCBC,Macatawa Bank Corporation,10,$339.41M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mcbc,
MFNC,Mackinac Financial Corporation,16,$100.72M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mfnc,
MTSI,"MACOM Technology Solutions Holdings, Inc.",33,$2.12B,2012,Technology,Semiconductors,http://www.nasdaq.com/symbol/mtsi,
MGNX,"MacroGenics, Inc.",19.46,$716.57M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mgnx,
MDGL,"Madrigal Pharmaceuticals, Inc.",94.61,$1.18B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mdgl,
MAGS,Magal Security Systems Ltd.,5.29,$121.74M,1993,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/mags,
MGLN,"Magellan Health, Inc.",98.1,$2.36B,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/mgln,
MGIC,Magic Software Enterprises Ltd.,8.35,$371.46M,1991,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mgic,
CALL,magicJack VocalTec Ltd,8.45,$136.17M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/call,
MNGA,MagneGas Corporation,0.3163,$5.92M,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mnga,
MGYR,"Magyar Bancorp, Inc.",12.8,$74.51M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/mgyr,
MHLD,"Maiden Holdings, Ltd.",6.95,$588.14M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mhld,
MSFG,"MainSource Financial Group, Inc.",37.09,$948.85M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/msfg,
MMYT,MakeMyTrip Limited,29.75,$2.73B,2010,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/mmyt,
MBUU,"Malibu Boats, Inc.",30.24,$616.11M,2014,Capital Goods,Marine Transportation,http://www.nasdaq.com/symbol/mbuu,
MLVF,"Malvern Bancorp, Inc.",26.75,$175.82M,n/a,Finance,Banks,http://www.nasdaq.com/symbol/mlvf,
MAMS,"MAM Software Group, Inc.",7.59,$95.41M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mams,
TUSK,"Mammoth Energy Services, Inc.",19.85,$883.37M,2016,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/tusk,
MANH,"Manhattan Associates, Inc.",48.48,$3.34B,1998,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/manh,
LOAN,"Manhattan Bridge Capital, Inc",5.98,$48.49M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/loan,
MNTX,"Manitex International, Inc.",9.43,$156.13M,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mntx,
MTEX,"Mannatech, Incorporated",14.75,$39.95M,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/mtex,
MNKD,MannKind Corporation,2.4,$285.29M,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mnkd,
MANT,ManTech International Corporation,50.66,$1.98B,2002,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/mant,
MARA,"Marathon Patent Group, Inc.",4.72,$52.5M,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/mara,
MCHX,"Marchex, Inc.",3.21,$140.18M,2004,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/mchx,
MARPS,Marine Petroleum Trust,3.6,$7.2M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/marps,
MRNS,"Marinus Pharmaceuticals, Inc.",7.99,$323.04M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mrns,
MKTX,"MarketAxess Holdings, Inc.",201,$7.54B,2004,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/mktx,
MRLN,Marlin Business Services Corp.,22.55,$282.08M,2003,Finance,Major Banks,http://www.nasdaq.com/symbol/mrln,
MAR,Marriott International,136.25,$49.67B,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/mar,
MBII,"Marrone Bio Innovations, Inc.",1.0913,$34.21M,2013,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/mbii,
MRTN,"Marten Transport, Ltd.",20.3,$1.11B,1986,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/mrtn,
MMLP,Martin Midstream Partners L.P.,13.9,$534.41M,2002,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/mmlp,
MRVL,Marvell Technology Group Ltd.,22.05,$10.91B,2000,Technology,Semiconductors,http://www.nasdaq.com/symbol/mrvl,
MASI,Masimo Corporation,86.53,$4.47B,2007,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/masi,
MTCH,"Match Group, Inc.",31.59,$8.63B,2015,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/mtch,
MTLS,Materialise NV,12.39,$586.36M,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mtls,
MPAC,Matlin & Partners Acquisition Corporation,9.7401,$395.69M,2017,Finance,Business Services,http://www.nasdaq.com/symbol/mpac,
MPACU,Matlin & Partners Acquisition Corporation,10.15,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/mpacu,
MPACW,Matlin & Partners Acquisition Corporation,0.4,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/mpacw,
MTRX,Matrix Service Company,18.3,$489.5M,1990,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/mtrx,
MAT,"Mattel, Inc.",15.62,$5.37B,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/mat,
MATR,Mattersight Corporation,2.5,$81.83M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/matr,
MATW,Matthews International Corporation,53.25,$1.71B,1994,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/matw,
MXIM,"Maxim Integrated Products, Inc.",52.44,$14.76B,1988,Technology,Semiconductors,http://www.nasdaq.com/symbol/mxim,
